,neg,neu,pos,compound,place_id
1796,0.069,0.723,0.208,0.5058,ChIJ56ca5fd1c352e8702f03
1797,0.0,0.644,0.356,0.8707,ChIJ56ca5fd1c352e8702f03
1798,0.0,0.498,0.502,0.92,ChIJ56ca5fd1c352e8702f03
1799,0.0,0.576,0.424,0.7959,ChIJ56ca5fd1c352e8702f03
1800,0.268,0.732,0.0,-0.5812,ChIJ56ca5fd1c352e8702f03
1801,0.0,0.734,0.266,0.5719,ChIJ56ca5fd1c352e8702f03
1802,0.0,0.514,0.486,0.9348,ChIJ56ca5fd1c352e8702f03
1803,0.0,0.446,0.554,0.9421,ChIJ56ca5fd1c352e8702f03
1804,0.0,0.495,0.505,0.9606,ChIJ56ca5fd1c352e8702f03
1805,0.0,1.0,0.0,0.0,ChIJ56ca5fd1c352e8702f03
1806,0.17,0.634,0.196,-0.1331,ChIJ56ca5fd1c352e8702f03
1807,0.0,0.688,0.312,0.8271,ChIJ56ca5fd1c352e8702f03
1808,0.0,0.478,0.522,0.9617,ChIJ56ca5fd1c352e8702f03
1809,0.0,0.819,0.181,0.6369,ChIJ56ca5fd1c352e8702f03
1810,0.072,0.71,0.217,0.5058,ChIJ56ca5fd1c352e8702f03
1811,0.0,0.749,0.251,0.5719,ChIJ56ca5fd1c352e8702f03
1812,0.0,0.548,0.452,0.9245,ChIJ56ca5fd1c352e8702f03
1813,0.0,0.514,0.486,0.9059,ChIJ56ca5fd1c352e8702f03
1814,0.0,0.524,0.476,0.875,ChIJ56ca5fd1c352e8702f03
1815,0.116,0.614,0.271,0.6486,ChIJ56ca5fd1c352e8702f03
1816,0.0,0.588,0.412,0.8687,ChIJ56ca5fd1c352e8702f03
1817,0.0,1.0,0.0,0.0,ChIJ56ca5fd1c352e8702f03
1818,0.0,0.685,0.315,0.784,ChIJ56ca5fd1c352e8702f03
1819,0.0,0.582,0.418,0.9098,ChIJ56ca5fd1c352e8702f03
1820,0.0,0.678,0.322,0.8221,ChIJ56ca5fd1c352e8702f03
1821,0.0,0.692,0.308,0.8402,ChIJ56ca5fd1c352e8702f03
1822,0.0,0.795,0.205,0.6588,ChIJ56ca5fd1c352e8702f03
1823,0.0,0.881,0.119,0.2263,ChIJ56ca5fd1c352e8702f03
1824,0.0,0.491,0.509,0.9259,ChIJ56ca5fd1c352e8702f03
1825,0.0,0.478,0.522,0.9217,ChIJ56ca5fd1c352e8702f03
1826,0.0,0.472,0.528,0.9638,ChIJ56ca5fd1c352e8702f03
1827,0.11,0.705,0.185,0.4019,ChIJ56ca5fd1c352e8702f03
1828,0.0,0.82,0.18,0.5106,ChIJ56ca5fd1c352e8702f03
1829,0.0,0.722,0.278,0.8074,ChIJ56ca5fd1c352e8702f03
1830,0.464,0.536,0.0,-0.9022,ChIJ56ca5fd1c352e8702f03
1831,0.0,0.571,0.429,0.9059,ChIJ56ca5fd1c352e8702f03
1832,0.0,0.692,0.308,0.7693,ChIJ56ca5fd1c352e8702f03
1833,0.0,0.824,0.176,0.3291,ChIJ56ca5fd1c352e8702f03
1834,0.357,0.643,0.0,-0.7269,ChIJ56ca5fd1c352e8702f03
1835,0.0,0.836,0.164,0.3291,ChIJ56ca5fd1c352e8702f03
1836,0.0,0.7,0.3,0.8271,ChIJ56ca5fd1c352e8702f03
1837,0.0,0.521,0.479,0.9402,ChIJ56ca5fd1c352e8702f03
1838,0.399,0.601,0.0,-0.7885,ChIJ56ca5fd1c352e8702f03
1839,0.0,0.699,0.301,0.68,ChIJ56ca5fd1c352e8702f03
1840,0.0,0.689,0.311,0.8258,ChIJ56ca5fd1c352e8702f03
1841,0.0,0.698,0.302,0.8316,ChIJ56ca5fd1c352e8702f03
1842,0.0,0.531,0.469,0.9097,ChIJ56ca5fd1c352e8702f03
1843,0.0,0.455,0.545,0.937,ChIJ56ca5fd1c352e8702f03
1844,0.129,0.69,0.181,0.296,ChIJ56ca5fd1c352e8702f03
1845,0.0,0.667,0.333,0.7177,ChIJ56ca5fd1c352e8702f03
1846,0.0,0.512,0.488,0.908,ChIJ56ca5fd1c352e8702f03
1847,0.0,0.59,0.41,0.9029,ChIJ56ca5fd1c352e8702f03
1848,0.22,0.78,0.0,-0.4767,ChIJ56ca5fd1c352e8702f03
1849,0.0,0.606,0.394,0.8858,ChIJ56ca5fd1c352e8702f03
1850,0.0,0.595,0.405,0.8807,ChIJ56ca5fd1c352e8702f03
1851,0.131,0.697,0.172,0.25,ChIJ56ca5fd1c352e8702f03
1852,0.381,0.619,0.0,-0.8238,ChIJ56ca5fd1c352e8702f03
1853,0.11,0.705,0.185,0.4019,ChIJ56ca5fd1c352e8702f03
1854,0.14,0.681,0.179,0.2263,ChIJ56ca5fd1c352e8702f03
1855,0.0,0.843,0.157,0.4215,ChIJ56ca5fd1c352e8702f03
1856,0.097,0.489,0.414,0.728,ChIJ56ca5fd1c352e8702f03
1857,0.0,0.597,0.403,0.9098,ChIJ56ca5fd1c352e8702f03
1858,0.387,0.613,0.0,-0.743,ChIJ56ca5fd1c352e8702f03
1859,0.0,1.0,0.0,0.0,ChIJ56ca5fd1c352e8702f03
1860,0.0,0.867,0.133,0.3182,ChIJ56ca5fd1c352e8702f03
1861,0.0,0.699,0.301,0.5574,ChIJ56ca5fd1c352e8702f03
1862,0.0,0.7,0.3,0.8271,ChIJ56ca5fd1c352e8702f03
1863,0.0,0.504,0.496,0.915,ChIJ56ca5fd1c352e8702f03
1864,0.38,0.62,0.0,-0.7885,ChIJ56ca5fd1c352e8702f03
1865,0.22,0.78,0.0,-0.4767,ChIJ56ca5fd1c352e8702f03
1866,0.0,0.508,0.492,0.9606,ChIJ56ca5fd1c352e8702f03
1867,0.0,0.701,0.299,0.7152,ChIJ56ca5fd1c352e8702f03
1868,0.0,0.523,0.477,0.9286,ChIJ56ca5fd1c352e8702f03
1869,0.079,0.826,0.095,0.0826,ChIJ56ca5fd1c352e8702f03
1870,0.399,0.601,0.0,-0.7885,ChIJ56ca5fd1c352e8702f03
1871,0.0,0.691,0.309,0.7402,ChIJ56ca5fd1c352e8702f03
1872,0.0,0.604,0.396,0.8885,ChIJ56ca5fd1c352e8702f03
1873,0.367,0.633,0.0,-0.8276,ChIJ56ca5fd1c352e8702f03
1874,0.0,1.0,0.0,0.0,ChIJ56ca5fd1c352e8702f03
1875,0.0,0.467,0.533,0.9285,ChIJ56ca5fd1c352e8702f03
1876,0.0,0.458,0.542,0.9371,ChIJ56ca5fd1c352e8702f03
1877,0.0,0.552,0.448,0.9214,ChIJ56ca5fd1c352e8702f03
1878,0.0,0.709,0.291,0.8316,ChIJ56ca5fd1c352e8702f03
1879,0.0,0.556,0.444,0.9184,ChIJ56ca5fd1c352e8702f03
1880,0.069,0.594,0.337,0.6597,ChIJ56ca5fd1c352e8702f03
1881,0.379,0.621,0.0,-0.7269,ChIJ56ca5fd1c352e8702f03
1882,0.0,0.678,0.322,0.8221,ChIJ56ca5fd1c352e8702f03
1883,0.094,0.517,0.389,0.7062,ChIJ56ca5fd1c352e8702f03
1884,0.0,0.458,0.542,0.9347,ChIJ56ca5fd1c352e8702f03
1885,0.0,0.525,0.475,0.9144,ChIJ56ca5fd1c352e8702f03
1886,0.0,0.547,0.453,0.9558,ChIJ56ca5fd1c352e8702f03
1887,0.0,0.504,0.496,0.915,ChIJ56ca5fd1c352e8702f03
1888,0.0,0.731,0.269,0.631,ChIJ56ca5fd1c352e8702f03
1889,0.357,0.643,0.0,-0.7269,ChIJ56ca5fd1c352e8702f03
1890,0.0,0.785,0.215,0.6249,ChIJ56ca5fd1c352e8702f03
1891,0.0,0.695,0.305,0.7645,ChIJ56ca5fd1c352e8702f03
1892,0.365,0.635,0.0,-0.8238,ChIJ56ca5fd1c352e8702f03
1893,0.0,0.785,0.215,0.6249,ChIJ56ca5fd1c352e8702f03
1894,0.0,0.595,0.405,0.8979,ChIJ56ca5fd1c352e8702f03
1895,0.1,0.55,0.35,0.6665,ChIJ56ca5fd1c352e8702f03
1896,0.0,0.564,0.436,0.9118,ChIJ56ca5fd1c352e8702f03
1897,0.0,0.642,0.358,0.8313,ChIJ56ca5fd1c352e8702f03
1898,0.0,0.695,0.305,0.836,ChIJ56ca5fd1c352e8702f03
1899,0.077,0.656,0.268,0.5423,ChIJ56ca5fd1c352e8702f03
1900,0.0,0.667,0.333,0.7177,ChIJ56ca5fd1c352e8702f03
1901,0.0,0.498,0.502,0.9201,ChIJ56ca5fd1c352e8702f03
1902,0.069,0.594,0.337,0.6597,ChIJ56ca5fd1c352e8702f03
1903,0.0,0.514,0.486,0.9348,ChIJ56ca5fd1c352e8702f03
1904,0.098,0.494,0.408,0.7107,ChIJ56ca5fd1c352e8702f03
1905,0.0,0.685,0.315,0.8316,ChIJ56ca5fd1c352e8702f03
1906,0.381,0.619,0.0,-0.8238,ChIJ56ca5fd1c352e8702f03
1907,0.0,0.629,0.371,0.891,ChIJ56ca5fd1c352e8702f03
1908,0.0,0.823,0.177,0.6249,ChIJ56ca5fd1c352e8702f03
1909,0.0,0.523,0.477,0.9286,ChIJ56ca5fd1c352e8702f03
1910,0.0,0.651,0.349,0.8622,ChIJ56ca5fd1c352e8702f03
1911,0.384,0.616,0.0,-0.8276,ChIJ56ca5fd1c352e8702f03
1912,0.381,0.619,0.0,-0.8238,ChIJ56ca5fd1c352e8702f03
1913,0.0,0.455,0.545,0.937,ChIJ56ca5fd1c352e8702f03
1914,0.0,0.648,0.352,0.8221,ChIJ56ca5fd1c352e8702f03
1915,0.0,0.695,0.305,0.5719,ChIJ56ca5fd1c352e8702f03
1916,0.254,0.746,0.0,-0.5812,ChIJ56ca5fd1c352e8702f03
1917,0.0,0.648,0.352,0.8221,ChIJ56ca5fd1c352e8702f03
1918,0.0,0.497,0.503,0.9347,ChIJ56ca5fd1c352e8702f03
1919,0.0,0.7,0.3,0.8074,ChIJ56ca5fd1c352e8702f03
1920,0.0,0.681,0.319,0.6249,ChIJ56ca5fd1c352e8702f03
1921,0.0,0.446,0.554,0.9421,ChIJ56ca5fd1c352e8702f03
1922,0.0,0.583,0.417,0.8221,ChIJ56ca5fd1c352e8702f03
1923,0.0,0.572,0.428,0.8398,ChIJ56ca5fd1c352e8702f03
1924,0.0,1.0,0.0,0.0,ChIJ56ca5fd1c352e8702f03
1925,0.0,0.45,0.55,0.9042,ChIJ56ca5fd1c352e8702f03
1926,0.0,0.575,0.425,0.9022,ChIJ56ca5fd1c352e8702f03
1927,0.0,0.687,0.313,0.8074,ChIJ56ca5fd1c352e8702f03
1928,0.0,0.512,0.488,0.9359,ChIJ56ca5fd1c352e8702f03
1929,0.0,0.588,0.412,0.8687,ChIJ56ca5fd1c352e8702f03
1930,0.0,0.45,0.55,0.9401,ChIJ56ca5fd1c352e8702f03
1931,0.0,0.795,0.205,0.6588,ChIJ56ca5fd1c352e8702f03
1932,0.0,0.573,0.427,0.9041,ChIJ56ca5fd1c352e8702f03
1933,0.0,0.678,0.322,0.7693,ChIJ56ca5fd1c352e8702f03
1934,0.166,0.618,0.216,-0.0052,ChIJ56ca5fd1c352e8702f03
1935,0.342,0.516,0.142,-0.567,ChIJ56ca5fd1c352e8702f03
1936,0.0,0.684,0.316,0.7553,ChIJ56ca5fd1c352e8702f03
1937,0.482,0.518,0.0,-0.9022,ChIJ56ca5fd1c352e8702f03
1938,0.0,0.584,0.416,0.908,ChIJ56ca5fd1c352e8702f03
1939,0.0,0.495,0.505,0.9459,ChIJ56ca5fd1c352e8702f03
1940,0.0,0.785,0.215,0.6249,ChIJ56ca5fd1c352e8702f03
1941,0.0,0.631,0.369,0.8479,ChIJ56ca5fd1c352e8702f03
1942,0.0,0.856,0.144,0.3291,ChIJ56ca5fd1c352e8702f03
1943,0.074,0.73,0.196,0.3962,ChIJ56ca5fd1c352e8702f03
1944,0.0,0.733,0.267,0.6249,ChIJ56ca5fd1c352e8702f03
1945,0.0,0.617,0.383,0.8519,ChIJ56ca5fd1c352e8702f03
1946,0.0,0.601,0.399,0.8519,ChIJ56ca5fd1c352e8702f03
1947,0.0,0.489,0.511,0.9571,ChIJ56ca5fd1c352e8702f03
1948,0.0,0.795,0.205,0.6588,ChIJ56ca5fd1c352e8702f03
1949,0.0,0.582,0.418,0.8953,ChIJ56ca5fd1c352e8702f03
1950,0.0,0.492,0.508,0.9617,ChIJ56ca5fd1c352e8702f03
1951,0.0,0.69,0.31,0.6588,ChIJ56ca5fd1c352e8702f03
1952,0.0,0.605,0.395,0.8687,ChIJ56ca5fd1c352e8702f03
1953,0.0,0.886,0.114,0.2023,ChIJ56ca5fd1c352e8702f03
1954,0.384,0.616,0.0,-0.8276,ChIJd72e58f330fe96ef5d1d
1955,0.175,0.597,0.228,-0.0052,ChIJd72e58f330fe96ef5d1d
1956,0.0,0.673,0.327,0.807,ChIJd72e58f330fe96ef5d1d
1957,0.0,0.701,0.299,0.8258,ChIJd72e58f330fe96ef5d1d
1958,0.0,0.661,0.339,0.8478,ChIJd72e58f330fe96ef5d1d
1959,0.0,0.475,0.525,0.9476,ChIJd72e58f330fe96ef5d1d
1960,0.0,0.552,0.448,0.9214,ChIJd72e58f330fe96ef5d1d
1961,0.0,0.531,0.469,0.9097,ChIJd72e58f330fe96ef5d1d
1962,0.0,0.582,0.418,0.9098,ChIJd72e58f330fe96ef5d1d
1963,0.0,0.56,0.44,0.9151,ChIJd72e58f330fe96ef5d1d
1964,0.0,0.689,0.311,0.8258,ChIJd72e58f330fe96ef5d1d
1965,0.0,0.606,0.394,0.8436,ChIJd72e58f330fe96ef5d1d
1966,0.0,0.488,0.512,0.9401,ChIJd72e58f330fe96ef5d1d
1967,0.0,0.59,0.41,0.9029,ChIJd72e58f330fe96ef5d1d
1968,0.0,0.709,0.291,0.8126,ChIJd72e58f330fe96ef5d1d
1969,0.0,0.561,0.439,0.8221,ChIJd72e58f330fe96ef5d1d
1970,0.0,0.489,0.511,0.927,ChIJd72e58f330fe96ef5d1d
1971,0.0,0.856,0.144,0.2942,ChIJd72e58f330fe96ef5d1d
1972,0.0,0.795,0.205,0.6588,ChIJd72e58f330fe96ef5d1d
1973,0.0,0.591,0.409,0.8655,ChIJd72e58f330fe96ef5d1d
1974,0.0,0.525,0.475,0.8953,ChIJd72e58f330fe96ef5d1d
1975,0.074,0.73,0.196,0.3962,ChIJd72e58f330fe96ef5d1d
1976,0.0,0.611,0.389,0.8807,ChIJd72e58f330fe96ef5d1d
1977,0.0,0.856,0.144,0.2942,ChIJd72e58f330fe96ef5d1d
1978,0.0,0.424,0.576,0.9274,ChIJd72e58f330fe96ef5d1d
1979,0.0,0.535,0.465,0.883,ChIJd72e58f330fe96ef5d1d
1980,0.0,0.518,0.482,0.9022,ChIJd72e58f330fe96ef5d1d
1981,0.0,0.698,0.302,0.8316,ChIJd72e58f330fe96ef5d1d
1982,0.0,0.698,0.302,0.8316,ChIJd72e58f330fe96ef5d1d
1983,0.0,0.545,0.455,0.875,ChIJd72e58f330fe96ef5d1d
1984,0.0,0.56,0.44,0.9151,ChIJd72e58f330fe96ef5d1d
1985,0.0,0.679,0.321,0.7959,ChIJd72e58f330fe96ef5d1d
1986,0.0,0.485,0.515,0.8932,ChIJd72e58f330fe96ef5d1d
1987,0.0,0.594,0.406,0.9124,ChIJd72e58f330fe96ef5d1d
1988,0.0,0.795,0.205,0.6588,ChIJd72e58f330fe96ef5d1d
1989,0.0,0.72,0.28,0.8126,ChIJd72e58f330fe96ef5d1d
1990,0.0,0.741,0.259,0.743,ChIJd72e58f330fe96ef5d1d
1991,0.0,0.488,0.512,0.9401,ChIJd72e58f330fe96ef5d1d
1992,0.0,0.795,0.205,0.6588,ChIJd72e58f330fe96ef5d1d
1993,0.0,0.576,0.424,0.8832,ChIJd72e58f330fe96ef5d1d
1994,0.0,0.595,0.405,0.8807,ChIJd72e58f330fe96ef5d1d
1995,0.0,0.702,0.298,0.749,ChIJd72e58f330fe96ef5d1d
1996,0.393,0.607,0.0,-0.7761,ChIJd72e58f330fe96ef5d1d
1997,0.0,0.427,0.573,0.9246,ChIJd72e58f330fe96ef5d1d
1998,0.0,0.689,0.311,0.8258,ChIJd72e58f330fe96ef5d1d
1999,0.0,0.45,0.55,0.9401,ChIJd72e58f330fe96ef5d1d
2000,0.0,0.675,0.325,0.8271,ChIJd72e58f330fe96ef5d1d
2001,0.0,0.607,0.393,0.8655,ChIJd72e58f330fe96ef5d1d
2002,0.0,1.0,0.0,0.0,ChIJd72e58f330fe96ef5d1d
2003,0.0,0.508,0.492,0.9272,ChIJd72e58f330fe96ef5d1d
2004,0.0,0.531,0.469,0.9097,ChIJd72e58f330fe96ef5d1d
2005,0.0,0.632,0.368,0.8885,ChIJd72e58f330fe96ef5d1d
2006,0.0,0.502,0.498,0.9577,ChIJd72e58f330fe96ef5d1d
2007,0.0,0.57,0.43,0.9062,ChIJd72e58f330fe96ef5d1d
2008,0.0,0.669,0.331,0.836,ChIJd72e58f330fe96ef5d1d
2009,0.0,0.83,0.17,0.4728,ChIJd72e58f330fe96ef5d1d
2010,0.0,0.651,0.349,0.8622,ChIJd72e58f330fe96ef5d1d
2011,0.0,0.524,0.476,0.875,ChIJd72e58f330fe96ef5d1d
2012,0.073,0.576,0.351,0.6486,ChIJd72e58f330fe96ef5d1d
2013,0.0,0.494,0.506,0.9545,ChIJd72e58f330fe96ef5d1d
2014,0.0,0.571,0.429,0.9059,ChIJd72e58f330fe96ef5d1d
2015,0.0,0.601,0.399,0.8516,ChIJd72e58f330fe96ef5d1d
2016,0.0,0.708,0.292,0.7644,ChIJd72e58f330fe96ef5d1d
2017,0.0,0.708,0.292,0.7906,ChIJd72e58f330fe96ef5d1d
2018,0.0,0.45,0.55,0.9401,ChIJd72e58f330fe96ef5d1d
2019,0.0,0.56,0.44,0.9151,ChIJd72e58f330fe96ef5d1d
2020,0.451,0.549,0.0,-0.8886,ChIJd72e58f330fe96ef5d1d
2021,0.0,0.693,0.307,0.7959,ChIJd72e58f330fe96ef5d1d
2022,0.0,0.71,0.29,0.6486,ChIJd72e58f330fe96ef5d1d
2023,0.0,0.695,0.305,0.836,ChIJd72e58f330fe96ef5d1d
2024,0.0,0.843,0.157,0.4215,ChIJd72e58f330fe96ef5d1d
2025,0.0,0.51,0.49,0.9097,ChIJd72e58f330fe96ef5d1d
2026,0.0,0.667,0.333,0.7177,ChIJd72e58f330fe96ef5d1d
2027,0.268,0.732,0.0,-0.5812,ChIJd72e58f330fe96ef5d1d
2028,0.0,0.439,0.561,0.9153,ChIJd72e58f330fe96ef5d1d
2029,0.0,0.717,0.283,0.8176,ChIJd72e58f330fe96ef5d1d
2030,0.0,0.708,0.292,0.7644,ChIJd72e58f330fe96ef5d1d
2031,0.0,0.575,0.425,0.9022,ChIJd72e58f330fe96ef5d1d
2032,0.0,0.433,0.567,0.9403,ChIJd72e58f330fe96ef5d1d
2033,0.387,0.613,0.0,-0.743,ChIJd72e58f330fe96ef5d1d
2034,0.0,0.56,0.44,0.9151,ChIJd72e58f330fe96ef5d1d
2035,0.0,0.689,0.311,0.8258,ChIJd72e58f330fe96ef5d1d
2036,0.0,0.691,0.309,0.7402,ChIJd72e58f330fe96ef5d1d
2037,0.0,0.449,0.551,0.9287,ChIJd72e58f330fe96ef5d1d
2038,0.0,0.703,0.297,0.8225,ChIJd72e58f330fe96ef5d1d
2039,0.0,0.576,0.424,0.915,ChIJd72e58f330fe96ef5d1d
2040,0.0,0.382,0.618,0.9451,ChIJd72e58f330fe96ef5d1d
2041,0.0,0.514,0.486,0.9348,ChIJd72e58f330fe96ef5d1d
2042,0.0,0.727,0.273,0.6444,ChIJd72e58f330fe96ef5d1d
2043,0.0,0.708,0.292,0.7644,ChIJd72e58f330fe96ef5d1d
2044,0.0,0.564,0.436,0.9402,ChIJd72e58f330fe96ef5d1d
2045,0.0,0.83,0.17,0.4728,ChIJd72e58f330fe96ef5d1d
2046,0.0,0.438,0.562,0.9371,ChIJd72e58f330fe96ef5d1d
2047,0.0,0.785,0.215,0.6249,ChIJd72e58f330fe96ef5d1d
2048,0.0,0.595,0.405,0.8977,ChIJd72e58f330fe96ef5d1d
2049,0.0,0.796,0.204,0.6249,ChIJd72e58f330fe96ef5d1d
2050,0.0,0.45,0.55,0.9401,ChIJd72e58f330fe96ef5d1d
2051,0.0,0.497,0.503,0.945,ChIJd72e58f330fe96ef5d1d
2052,0.0,0.455,0.545,0.9391,ChIJd72e58f330fe96ef5d1d
2053,0.0,0.881,0.119,0.2263,ChIJd72e58f330fe96ef5d1d
2054,0.0,0.438,0.562,0.9493,ChIJd72e58f330fe96ef5d1d
2055,0.0,0.434,0.566,0.9726,ChIJd72e58f330fe96ef5d1d
2056,0.0,0.487,0.513,0.9285,ChIJd72e58f330fe96ef5d1d
2057,0.0,0.613,0.387,0.8942,ChIJd72e58f330fe96ef5d1d
2058,0.0,0.607,0.393,0.8658,ChIJd72e58f330fe96ef5d1d
2059,0.0,0.524,0.476,0.875,ChIJd72e58f330fe96ef5d1d
2060,0.0,0.689,0.311,0.8258,ChIJd72e58f330fe96ef5d1d
2061,0.0,0.582,0.418,0.9098,ChIJd72e58f330fe96ef5d1d
2062,0.0,0.606,0.394,0.8439,ChIJd72e58f330fe96ef5d1d
2063,0.0,0.696,0.304,0.7906,ChIJd72e58f330fe96ef5d1d
2064,0.0,0.628,0.372,0.8588,ChIJd72e58f330fe96ef5d1d
2065,0.0,0.711,0.289,0.7269,ChIJd72e58f330fe96ef5d1d
2066,0.0,0.627,0.373,0.8788,ChIJd72e58f330fe96ef5d1d
2067,0.0,0.481,0.519,0.9538,ChIJd72e58f330fe96ef5d1d
2068,0.0,0.524,0.476,0.875,ChIJd72e58f330fe96ef5d1d
2069,0.0,0.843,0.157,0.4215,ChIJd72e58f330fe96ef5d1d
2070,0.0,0.502,0.498,0.9422,ChIJd72e58f330fe96ef5d1d
2071,0.0,0.607,0.393,0.8428,ChIJd72e58f330fe96ef5d1d
2072,0.0,0.612,0.388,0.8788,ChIJd72e58f330fe96ef5d1d
2073,0.0,0.69,0.31,0.8016,ChIJd72e58f330fe96ef5d1d
2074,0.0,0.738,0.262,0.7506,ChIJd72e58f330fe96ef5d1d
2075,0.0,0.594,0.406,0.9124,ChIJd72e58f330fe96ef5d1d
2076,0.0,0.596,0.404,0.9106,ChIJd72e58f330fe96ef5d1d
2077,0.0,0.502,0.498,0.9422,ChIJd72e58f330fe96ef5d1d
2078,0.168,0.652,0.179,0.0516,ChIJd72e58f330fe96ef5d1d
2079,0.0,0.369,0.631,0.9524,ChIJd72e58f330fe96ef5d1d
2080,0.0,0.514,0.486,0.9059,ChIJd72e58f330fe96ef5d1d
2081,0.0,0.843,0.157,0.4215,ChIJd72e58f330fe96ef5d1d
2082,0.0,0.52,0.48,0.8997,ChIJd72e58f330fe96ef5d1d
2083,0.0,0.859,0.141,0.3182,ChIJd72e58f330fe96ef5d1d
2084,0.0,0.683,0.317,0.836,ChIJd72e58f330fe96ef5d1d
2085,0.0,0.708,0.292,0.7906,ChIJd72e58f330fe96ef5d1d
2086,0.0,0.703,0.297,0.8016,ChIJd72e58f330fe96ef5d1d
2087,0.0,0.823,0.177,0.6249,ChIJd72e58f330fe96ef5d1d
2088,0.0,0.691,0.309,0.7402,ChIJd72e58f330fe96ef5d1d
2089,0.0,0.491,0.509,0.9381,ChIJd72e58f330fe96ef5d1d
2090,0.0,0.582,0.418,0.9098,ChIJd72e58f330fe96ef5d1d
2091,0.0,0.802,0.198,0.6369,ChIJd72e58f330fe96ef5d1d
2092,0.0,0.648,0.352,0.8221,ChIJd72e58f330fe96ef5d1d
2093,0.0,0.688,0.312,0.8271,ChIJd72e58f330fe96ef5d1d
2094,0.0,0.689,0.311,0.8258,ChIJd72e58f330fe96ef5d1d
2095,0.0,0.577,0.423,0.9001,ChIJd72e58f330fe96ef5d1d
2096,0.0,0.372,0.628,0.9509,ChIJd72e58f330fe96ef5d1d
2097,0.0,0.575,0.425,0.9022,ChIJd72e58f330fe96ef5d1d
2098,0.0,0.451,0.549,0.9753,ChIJd72e58f330fe96ef5d1d
2099,0.0,0.584,0.416,0.8741,ChIJd72e58f330fe96ef5d1d
2100,0.0,0.84,0.16,0.431,ChIJd72e58f330fe96ef5d1d
2101,0.0,0.591,0.409,0.807,ChIJd72e58f330fe96ef5d1d
2102,0.0,0.669,0.331,0.836,ChIJd72e58f330fe96ef5d1d
2103,0.0,0.83,0.17,0.6249,ChIJd72e58f330fe96ef5d1d
2104,0.0,0.612,0.388,0.8591,ChIJd72e58f330fe96ef5d1d
2105,0.0,0.406,0.594,0.9558,ChIJd72e58f330fe96ef5d1d
2106,0.0,0.601,0.399,0.8516,ChIJd72e58f330fe96ef5d1d
2107,0.0,0.833,0.167,0.296,ChIJd72e58f330fe96ef5d1d
2108,0.0,0.686,0.314,0.7823,ChIJd72e58f330fe96ef5d1d
2109,0.462,0.538,0.0,-0.9001,ChIJd72e58f330fe96ef5d1d
2110,0.0,0.524,0.476,0.875,ChIJd72e58f330fe96ef5d1d
2111,0.0,0.455,0.545,0.9393,ChIJd72e58f330fe96ef5d1d
2112,0.0,0.681,0.319,0.838,ChIJd72e58f330fe96ef5d1d
2113,0.0,0.594,0.406,0.9124,ChIJd72e58f330fe96ef5d1d
2114,0.0,0.692,0.308,0.7693,ChIJd72e58f330fe96ef5d1d
2115,0.0,0.839,0.161,0.4728,ChIJd72e58f330fe96ef5d1d
2116,0.0,0.823,0.177,0.6249,ChIJd72e58f330fe96ef5d1d
2117,0.0,0.535,0.465,0.883,ChIJd72e58f330fe96ef5d1d
2118,0.0,0.606,0.394,0.8436,ChIJd72e58f330fe96ef5d1d
2119,0.0,0.581,0.419,0.8957,ChIJd72e58f330fe96ef5d1d
2120,0.0,0.505,0.495,0.9402,ChIJd72e58f330fe96ef5d1d
2121,0.0,0.51,0.49,0.9098,ChIJd72e58f330fe96ef5d1d
2122,0.22,0.78,0.0,-0.4767,ChIJd72e58f330fe96ef5d1d
2123,0.0,0.785,0.215,0.6588,ChIJd72e58f330fe96ef5d1d
2124,0.131,0.697,0.172,0.25,ChIJd72e58f330fe96ef5d1d
2125,0.0,0.545,0.455,0.875,ChIJd72e58f330fe96ef5d1d
2126,0.0,0.701,0.299,0.8258,ChIJd72e58f330fe96ef5d1d
2127,0.0,0.701,0.299,0.8258,ChIJd72e58f330fe96ef5d1d
2128,0.0,0.607,0.393,0.8655,ChIJd72e58f330fe96ef5d1d
2129,0.0,0.44,0.56,0.9458,ChIJd72e58f330fe96ef5d1d
2130,0.0,0.591,0.409,0.8655,ChIJd72e58f330fe96ef5d1d
2131,0.0,0.514,0.486,0.9348,ChIJd72e58f330fe96ef5d1d
2132,0.0,0.667,0.333,0.8398,ChIJd72e58f330fe96ef5d1d
2133,0.0,0.511,0.489,0.9459,ChIJd72e58f330fe96ef5d1d
2134,0.0,0.591,0.409,0.8655,ChIJd72e58f330fe96ef5d1d
2135,0.0,0.843,0.157,0.4215,ChIJd72e58f330fe96ef5d1d
2136,0.0,0.856,0.144,0.2942,ChIJd72e58f330fe96ef5d1d
2137,0.0,0.582,0.418,0.9098,ChIJd72e58f330fe96ef5d1d
2138,0.0,0.688,0.312,0.8467,ChIJd72e58f330fe96ef5d1d
2139,0.0,0.457,0.543,0.9358,ChIJd72e58f330fe96ef5d1d
2140,0.0,0.695,0.305,0.836,ChIJd72e58f330fe96ef5d1d
2141,0.0,0.435,0.565,0.9393,ChIJd72e58f330fe96ef5d1d
2142,0.0,0.502,0.498,0.9167,ChIJd72e58f330fe96ef5d1d
2143,0.0,0.439,0.561,0.9153,ChIJ880f78541230948e0b9b
2144,0.0,0.59,0.41,0.9259,ChIJ880f78541230948e0b9b
2145,0.079,0.826,0.095,0.0826,ChIJ880f78541230948e0b9b
